שם הצעת החוק,מדרג,מספר חוק,ניקוד,קישור להצעת החוק,הסבר הדירוג,הערות אחרות,הגיע להצבעה?,עבר?,יוזם ראשון,חתומים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הצעת חוק-יסוד: נשיא המדינה (תיקון - כשירות מועמדים לכהונה כנשיא המדינה),dup_laws_bot,פ\24\41,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156142,"לבטל. הכשירות לא רלוונטית. ראה חוק
פ/1423/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2139760",,0,0,יואב סגלוביץ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יואב סגלוביץ'
"הצעת חוק הביטוח לאומי (תיקון - ביטוח זכויות עצמאי שעיקר הכנסתו מעסק בהליכי חדלות פירעון), התשפ'א-2021",,פ\24\42,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156151,,,0,0,יעקב אשר,משה גפני,יצחק פינדרוס,אליהו ברוכי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יעקב אשרמשה גפנייצחק פינדרוסאליהו ברוכי
"הצעת חוק הסדרת שוק הקנאביס לצריכה עצמית, התשפ'א-2021",dup_laws_bot,פ\24\43,2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156198,"ליגליזציה עם רגולציה כבידה. לא יותר מ15 גרם. אסור לגדל חות ממגדל מורשה. ראה חוק
פ/2400/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2142989",,0,0,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג
"הצעת חוק הכנסת (תיקון - ועדה לפיקוח על רשויות פיקוח פיננסיות), התשפ'א-2021",,פ\24\44,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156322,,,0,0,שלמה קרעי,חוה אתי עטייה,משה אבוטבול,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שלמה קרעיחוה אתי עטייהמשה אבוטבול
"הצעת חוק לתיקון פקודת הסמים המסוכנים (זנים תעשייתיים של קנבוס), התשפ'א-2021",,פ\24\45,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156150,,,0,0,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג
"הצעת חוק הכניסה לישראל (תיקון - רישיון מיוחד לישיבת ביקור), התשפ'א-2021",,פ\24\46,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156516,,,0,0,שלמה קרעי,אורית סטרוק,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שלמה קרעיאורית סטרוק
"הצעת חוק הדחת נציג ציבור התומך במאבק מזוין נגד מדינת ישראל (תיקוני חקיקה), התשפ'א-2021",dup_laws_bot,פ\24\47,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156331,"ראה חוק
פ/16/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085653",,0,0,מתן כהנא,אילת שקד,עמיחי שיקלי,ניר אורבך,עידית סילמן,אביר קארה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מתן כהנאאילת שקדעמיחי שיקליניר אורבךעידית סילמןאביר קארה
"הצעת חוק הדחת נציג ציבור התומך במאבק מזוין נגד מדינת ישראל (תיקוני חקיקה), התשפ'א-2021",leebarliberty@gmail.com,פ\24\48,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156521,שומר על הציבור מנבחרי ציבור שפועלים כנגד חרותם וחייהם מאידך מצמצם זכות להיבחר.,,1,0,שלמה קרעי,אורית סטרוק,משה אבוטבול,עידית סילמן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שלמה קרעיאורית סטרוקמשה אבוטבולעידית סילמן
"הצעת חוק התובע הכללי, התשפ'א-2021",,פ\24\49,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156365,,,0,0,מתן כהנא,עמיחי שיקלי,אביר קארה,עידית סילמן,ניר אורבך,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מתן כהנאעמיחי שיקליאביר קארהעידית סילמןניר אורבך
הצעת חוק-יסוד: ההתגברות (תיקוני חקיקה) ,bignafcomp@gmail.com,פ/50/24,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156366&fbclid=IwAR1YBNoW0W_QnnBhFJh-N_UkI1mWTHSYyepLxNwmVmWPAfw_FfiNSCfAwBg,"מכיוון ששניים מחוקי היסוד הן חופש העיסוק (אבל יש בו סעיף התגברות מובנה, דהיינו תמיד אפשר להתגבר ל""תכלית ראויה""), וכבוד האדם וחירותו, אפשר לטעון שאנחנו לא רוצים שיתגברו עליהם.",,1,0,מכלוף מיקי זוהר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מכלוף מיקי זוהר
"הצעת חוק הכנסת (תיקון - פיקוח על רשויות פיקוח פיננסיות), התשפ'א-2021",dup_laws_bot,פ\24\51,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156707,"טענת ההצעה היא שבגלל מחיקת חובות של לווים גדולים בסכומים עצומים על ידי גופים פיננסיים, זו פגיעה בציבור. מה שלא נכון. ועדת החקירה התמודדה עם קושי ניכר למלא את תפקידה בשל סירוב המאסדרים הפיננסיים – המפקח על הבנקים, רשות שוק ההון ביטוח וחיסכון ורשות ניירות ערך, והגופים המפוקחים על ידיהם – התאגידים הבנקאיים והגופים המוסדיים וביניהם חברות ביטוח, קרנות פנסיה וקופות גמל, למסור לה מידע ומסמכים, בשל חובת סודיות, הכוללות סודיות ביחסי מפקח-מפוקח, סודיות ביחסי גוף פיננסי-לקוח וסודיות מסחרית. למרות חוסר היכולת לקבל מידע ונתונים רבים שהיו מסייעים לזרוע אור על הסיבות שהביאו לפגיעה האמורה בציבור, קבעה הוועדה כי הפגיעה התאפשרה, בין השאר, בשל כשלים בפעילות הפיקוח של המאסדרים הפיננסיים. לפיכך מוצע לעגן בחקיקה ראשית את המלצת ועדת החקירה להקים ועדה פרלמנטרית לפיקוח על המאסדרים הפיננסיים. פדיעה בהתנהלות של עסקים פרטיים (הדופים הפיננסיים) ראה חוק
פ/65/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085768",,0,0,יעקב מרגי,משה אבוטבול,אוריאל בוסו,חיים ביטון,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יעקב מרגימשה אבוטבולאוריאל בוסוחיים ביטון
"הצעת חוק ביטוח בריאות ממלכתי (תיקון - קביעת זמני המתנה ומרחקי נסיעה מירביים לקבלת טיפול רפואי), התשפ'א-2021",,פ\24\52,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156171,,,0,0,אופיר כץ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אופיר כץ
"הצעת חוק סדר הדין הפלילי (תיקון - הגבלת משך זמן החקירה המשטרתית), התשפ'א-2021",,פ\24\53,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156576,,,0,0,גדעון סער,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,גדעון סער
"הצעת חוק מרשם האוכלוסין (תיקון - ביטול סעיף המין בתעודת הזהות), התשפ'א-2021",dup_laws_bot,פ\24\54,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156176,"לא קשור לליברליות ראה חוק
פ/195/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081600",,0,0,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג
"הצעת חוק העונשין (תיקון - עונש מינימום על החזקת נשק בלתי חוקי), התשפ'א-2021",,פ\24\55,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156595,תיקו בקבוצת הדיונים,,1,1,גדעון סער,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,גדעון סער
"הצעת חוק הקמת מאגר מידע דיגיטלי בנושא הכשרות מקצועיות, התשפ'א-2021",dup_laws_bot,פ\24\56,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156379,"הצעת החוק מגיעה מהשקפת עולם של הינדוס מוחלט מלמעלה של שוק העבודה, אך בהצעה הספציפית הזו אין הרבה נזק. יקימו מאגר מידע שכולם רשאים להתעלם ממנו (כפי שבדרך כלל עושים) ורק יבזבזו כמה מליונים של משלמי המיסים על זה. ראה חוק
פ/1862/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2142397",,0,0,אורנה ברביבאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אורנה ברביבאי
"הצעת חוק הביטוח הלאומי (תיקון - דמי אבטלה לעצמאים), התשפ""א-2021",bignafcomp@gmail.com,פ/57/24,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156423,"הכנסת העצמאיים עמוק יותר מתכנית הפונזי של ביטוח לאומי. כולל עדכון דמי הביטוח הלאומי שישלמו, כך זהם ישלמו יותר. ",,1,0,צבי האוזר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,צבי האוזר
"הצעת חוק הגנת הצרכן (תיקון - השוואת תנאי צרכן ונותן שירות בעניין החזרת טובין), התשפ'א-2021",dup_laws_bot,פ\24\58,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156640,"התערבות נוספת בשיקול הדעת של העסק. עם זאת, ככל הנראה לא ישפיע בצורה ניכרת על העסקים ולכן רק -1. ראה חוק
פ/202/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085828",,0,0,מיכאל מלכיאלי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיכאל מלכיאלי
"הצעת חוק הגנת הצרכן (תיקון - חובת הקלטה של עסקה טלפונית), התשפ'א-2021",dup_laws_bot,פ\24\59,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156670,"מי שרוצה להקליט שיקליט. אין להטיל את החובה על צד אחד. ראה חוק
פ/1407/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2083156",,0,0,ינון אזולאי,משה ארבל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ינון אזולאימשה ארבל
"הצעת חוק הביטוח הלאומי (תיקון - הארכת המועד להגשת תביעה לגמלה והתקופה שבעדה תשולם), התשפ'א-2021",,פ\24\60,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156858,,,0,0,ינון אזולאי,משה ארבל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ינון אזולאימשה ארבל
"הצעת חוק המים (תיקון - הוספת נציג ציבור לעניין איכות הסביבה למועצת רשות המים), התשפ'א-2021",dup_laws_bot,פ\24\61,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157133,"נושא לא חשוב ראה חוק
פ/2003/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2142984",,0,0,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג
"הצעת חוק לתיקון פקודת התעבורה (פטור מאגרת רישיון לרכב חשמלי), התשפ'א-2021",dup_laws_bot,פ\24\62,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157417,"ראה חוק
פ/14/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085615",,0,0,מיקי לוי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מיקי לוי
"הצעת חוק זכויות נפגעי עבירה (תיקון - מתן זכות הבעת עמדה לנפגעי או נפגעות עבירה במעמד פסק הדין או גזר הדין), התשפ'א-2021",,פ\24\63,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156147,,,0,0,עודד פורר,יבגני סובה,אלי אבידר,יוליה מלינובסקי,חמד עמאר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עודד פורריבגני סובהאלי אבידריוליה מלינובסקיחמד עמאר
"הצעת חוק הנחות בתעריפי מים וחשמל לבתי תפילה (תיקוני חקיקה) (הוראת שעה), התשפ""א-2021",bignafcomp@gmail.com,פ/64/24,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156627,"עיוות חמור, אך רק הוראת שעה.",,1,0,משה ארבל,ינון אזולאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה ארבלינון אזולאי
"הצעת חוק שירותי הדת היהודיים (תיקון - מינוי רבני התיישבות, רבנים אזוריים ורבני שכונות), התשפ'א-2021",,פ\24\65,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156657,,,0,0,משה ארבל,ינון אזולאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה ארבלינון אזולאי
"הצעת חוק התכנון והבנייה (תיקון - שימוש חורג בקרקע חקלאית), התשפ'א-2021",dup_laws_bot,פ\24\66,2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156340,"מתקשר קצת לחוק קמיניץ.
יש פה עדיין מגבלה על התרת שימוש בקרקע חקלאית לשימושי פרנסה/עסקיים אחרים (אמנם לא מוגדר באיזה מידה) אבל כל הגדלה של שימוש בקרקע חקלאית למטרות אחרות הוא שיפור.
חרות/ליברליות כלכלית. ראה חוק
פ/136/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085817",,0,0,שלמה קרעי,חוה אתי עטייה,משה אבוטבול,ישראל אייכלר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שלמה קרעיחוה אתי עטייהמשה אבוטבולישראל אייכלר
"הצעת חוק הסדרת הטיפול בחופי הכנרת (תיקון - מועצת איגוד ערים כנרת), התשפ'א-2021",,פ\24\67,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156658,,,0,0,משה ארבל,ינון אזולאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה ארבלינון אזולאי
"הצעת חוק המכינות הקדם-צבאיות (תיקון - שלילת הכרה ממכינות המעודדות סירוב פקודה והסתה), התשפ'א-2021",dup_laws_bot,פ\24\68,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156354,"שלילת הכרה במכללות שיוזמת החוק לא אוהבת. פגיעה בפלטפורמה חשובה לקידום רעיוני ופגיעה בחופש הביטוי ראה חוק פ/61/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081313 ראה חוק
פ/572/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2086523",,0,0,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג
"הצעת חוק לתיקון פקודת הרופאים (רופא שהורשע בעבירת מין), התשפ'א-2021",,פ\24\69,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156396,,,0,0,אורנה ברביבאי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אורנה ברביבאי
"הצעת חוק הוועדה למינוי בכירים (תיקוני חקיקה), התשפ'א-2021",,פ\24\70,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156389,,,0,0,שלמה קרעי,ישראל אייכלר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שלמה קרעיישראל אייכלר
"הצעת חוק הביטוח הלאומי (תיקון - דמי אבטלה לעצמאים בתקופת הקורונה) (הוראת שעה), התשפ""א-2021",bignafcomp@gmail.com,פ/71/24,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156215,"ההצעה הוצעה לאחר שכבר היו כמה מנגונוני פיצוי, להוסיף עליהם עוד 90 אחוז מההכנסה היומית תוך עידוד בטלה זה לא רעיון טוב.",,1,0,ג'ידא רינאוי-זועבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ג'ידא רינאוי-זועבי
הצעת חוק-יסוד: בית המשפט לחוקה,ohadcn@gmail.com,פ/72/24,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156400,חסר משמעות ליברלית,,1,0,שלמה קרעי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שלמה קרעי
"הצעת חוק הגבלת אשראי למקבלי שירות מאמנים, עיתונאים ומרצים, התשפ'א-2021",,פ\24\73,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156408,,,0,0,תמר זנדברג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,תמר זנדברג
"הצעת חוק העונשין (תיקון - החמרת הענישה על עבירות כלפי אנשי צוות רפואי), התשפ'א-2021",,פ\24\74,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2156421,,,0,0,אחמד טיבי,אוסאמה סעדי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיביאוסאמה סעדי
