שם הצעת החוק,מדרג,מספר חוק,ניקוד לחוק,קישור להצעה,הסבר הדירוג,הערות אחרות,הגיע להצבעה?,עבר?,יוזם ראשון,חתומים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הצעת חוק המועצה להשכלה גבוהה (תיקון - איסור הגבלת גיל בהרשמה למוסד להשכלה גבוהה), התשפ'ג-2022",dup_laws_bot,פ\25\262,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197484,"איסור הגבלה במוסד פרטי הוא אנטי-ליברלי, במוסד ממשלתי הוא ליברלי אך יגרום לעלויות טיפה יותר גבוהות. משתקלל לנייטרלי ראה חוק
פ/1927/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2160646",,0,0,עאידה תומא סלימאן,יוסף עטאונה,עופר כסיף,איימן עודה,אחמד טיבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאןיוסף עטאונהעופר כסיףאיימן עודהאחמד טיבי
"הצעת חוק נכסי נפקדים (תיקון - ביטול החוק), התשפ'ג-2022",,פ\25\263,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196774,,,0,0,אחמד טיבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיבי
"הצעת חוק מיסוי מקרקעין (שבח ורכישה) (תיקון - הרחבת פטור לדירת מגורים מזכה), התשפ'ג-2022",,פ\25\264,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195708,,,0,0,משה ארבל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה ארבל
"הצעת חוק המועצה להשכלה גבוהה (תיקון - ביטול דרישת מבחני כניסה וציון פסיכומטרי), התשפ'ג-2022",dup_laws_bot,פ\25\265,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196603,"התערבות בשיקולי אוניברסיטאות שכבר כיום סובלים מהתערבות עמוקה כל שקשה מאד לעת מה הו עושות בשוק חופשי, אז נייטרלי ראה חוק
פ/3198/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2169378",,0,0,אחמד טיבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיבי
"הצעת חוק הפיקוח על שירותים פיננסיים (ייעוץ, שיווק ומערכת סליקה פנסיוניים) (תיקון - הגבלת עמלת הפצה), התשפ'ג-2022",,פ\25\266,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197541,,,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק לתיקון פקודת סדרי השלטון והמשפט (חקיקה באזור באמצעות צו), התשפ'ג-2022",,פ\25\267,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197429,,,0,0,אורית מלכה סטרוק,שמחה רוטמן,מיכל מרים וולדיגר,אופיר סופר,אוהד טל,משה סולומון,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אורית מלכה סטרוקשמחה רוטמןמיכל מרים וולדיגראופיר סופראוהד טלמשה סולומון
"הצעת חוק לתיקון פקודת התעבורה (הגבלת דמי חניה בחניוני בתי חולים), התשפ""ג-2022",bignafcomp@gmail.com,פ/268/25,-1,https://main.knesset.gov.il/activity/legislation/laws/pages/lawbill.aspx?t=lawsuggestionssearch&lawitemid=2196781,פיקוח מחירים שיגרום למחזור מבקומות חנייה למי שהכי צריך אותם. אנשים במצב קשה יסכימו לשלם קצת יותר כדי לוודא שיהיה מקום חנייה וזה יסנן את מי שלא כל כך חשוב לו מקום חנייה קרוב ונוח.,,1,0,אחמד טיבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיבי
"הצעת חוק לתיקון פקודת התעבורה (פטור מאגרת רישיון לרכב חשמלי), התשפ'ג-2022",dup_laws_bot,פ\25\269,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196832,"ראה חוק
פ/14/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2085615",,0,0,אחמד טיבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיבי
"הצעת חוק לתיקון פקודת מס הכנסה (מיסוי הכנסה מהשכרת דירה למגורים), התשפ'ג-2022",,פ\25\270,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197606,,,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק לתיקון פקודת הבנקאות (הגבלת עמלת פירעון מוקדם של הלוואה לדיור), התשפ'ג-2022",,פ\25\271,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196839,,,0,0,שלמה קרעי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שלמה קרעי
"הצעת חוק הבלו על דלק (תיקון - הגבלת שיעור המס על הדלק), התשפ'ג-2022",,פ\25\272,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196796,,,0,0,שלמה קרעי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שלמה קרעי
"הצעת חוק המועצה להשכלה גבוהה (תיקון - הפחתת תקצוב בשל אי-הנפת דגל המדינה), התשפ'ג-2022",,פ\25\273,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197621,,,0,0,גלית דיסטל אטבריאן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,גלית דיסטל אטבריאן
"הצעת חוק לתיקון פקודת מס הכנסה (השוואת תנאים בין שכיר לעצמאי בחיסכון ארוך טווח), התשפ'ג-2022",dup_laws_bot,פ\25\274,1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195923,"תאפשר לעסק לנכות את ההפרשות שהפריש עבור כל עובדיו, ותאפשר לכל עובד למשוך את ההפרשות שהפריש עבור עצמו, בתנאים זהים, בין אם מדובר בעובד שכיר ובין אם מדובר בעצמאי העובד בעסקו. מאפשר ניכוי הוצאות של העסק באופן אמיתי יותר ומקטיו חבות מס ראה חוק
פ/137/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2081621",,0,0,משה ארבל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה ארבל
"הצעת חוק הדואר (תיקון - אחריות לאיחורים וטעויות), התשפ'ג-2022",,פ\25\275,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196845,,,0,0,אחמד טיבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיבי
"הצעת חוק התקשורת (בזק ושידורים) (תיקון - חובת מסירת פרטים של שולח פרסומת בניגוד לחוק), התשפ'ג-2022",,פ\25\276,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197280,,,0,0,אורי מקלב,משה גפני,יעקב אשר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אורי מקלבמשה גפנייעקב אשר
"הצעת חוק הנצחת זכרם של קורבנות הטבח בכפר קאסם, התשפ'ג-2022",,פ\25\277,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196755,,,0,0,עאידה תומא סלימאן,איימן עודה,יוסף עטאונה,עופר כסיף,אחמד טיבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עאידה תומא סלימאןאיימן עודהיוסף עטאונהעופר כסיףאחמד טיבי
"הצעת חוק להגדלת שיעור ההשתתפות בכוח העבודה ולצמצום פערים חברתיים (מענק עבודה) (תיקון - אוטומציה בקבלת מענק העבודה), התשפ'ג-2022",,פ\25\278,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197608,,,0,0,נעמה לזימי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,נעמה לזימי
"הצעת חוק הסדרת הטיפול בחופי הכנרת (תיקון - מועצת איגוד ערים כנרת), התשפ'ג-2022",,פ\25\279,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195974,,,0,0,משה ארבל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה ארבל
"הצעת חוק הספורט (תיקון - זכויות ספורטאי קטין), התשפ'ג-2022",,פ\25\280,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196380,,,0,0,שרן מרים השכל,סימון דוידסון,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכלסימון דוידסון
"הצעת חוק לתיקון פקודת המשטרה (הפגנה ליד בתי מגורים), התשפ'ג-2022",,פ\25\281,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195689,,,0,0,משה ארבל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה ארבל
"הצעת חוק העבירות המינהליות (תיקון - ביטול קנסות תכנון ובנייה), התשפ'ג-2022",,פ\25\282,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196631,,,0,0,אחמד טיבי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אחמד טיבי
"הצעת חוק לתיקון פקודת המסים (גבייה) (ביטול החוק), התשפג-2022""",ohadcn@gmail.com,פ/283/25,3,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195956,"ביטול רשות ממשלתית מיותרת, הקלה על גבייה, ובתקווה שמירה טובה יותר על זכויות חייבים (ומחוייבים שאינם לשכת עורכי הדין)",,0,0,משה ארבל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה ארבל
"הצעת חוק חובת פרסום מידע על תלונות הציבור ודוח ביקורת פנימית (תיקוני חקיקה), התשפ'ג-2022",,פ\25\284,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195696,,,0,0,משה אבוטבול,מיכאל מלכיאלי,יוסף טייב,אברהם בצלאל,יעקב מרגי,אוריאל בוסו,משה ארבל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה אבוטבולמיכאל מלכיאלייוסף טייבאברהם בצלאליעקב מרגיאוריאל בוסומשה ארבל
"הצעת חוק איסור הלבנת הון (תיקון - איסור גביית דמי שמירה בלא רישיון), התשפ'ג-2022",dup_laws_bot,פ\25\285,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2195760,"ככלל אנחנו מתנגדים לרישונות כדי לפעול, אך פה מדובר בעסקים שמתמשים באיומים כדי לפעול, אז מתפקיד המדינה ולכן נייטרלי מבחינה ליברלית. ראה חוק
פ/2986/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2166701",,0,0,מירב בן ארי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מירב בן ארי
"הצעת חוק ביטוח בריאות ממלכתי (תיקון - אשפוז בית), התשפ'ג-2022",dup_laws_bot,פ\25\286,-2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196311,"undefined ראה חוק
פ/2464/23 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2149142",,0,0,משה אבוטבול,מיכאל מלכיאלי,יוסף טייב,אברהם בצלאל,יעקב מרגי,אוריאל בוסו,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה אבוטבולמיכאל מלכיאלייוסף טייבאברהם בצלאליעקב מרגיאוריאל בוסו
"הצעת חוק יום משפחות היתומים בישראל, התשפ""ג–2022",bignafcomp@gmail.com,פ/287/25,-1,https://main.knesset.gov.il/activity/legislation/laws/pages/lawbill.aspx?t=lawsuggestionssearch&lawitemid=2197217,"לא מתפקיד מהמדינה. עלות למשלמי המיסים, והתערבות קלה בתכני החינוך",,1,0,יוסף טייב,אוריאל בוסו,ינון אזולאי,אברהם בצלאל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יוסף טייבאוריאל בוסוינון אזולאיאברהם בצלאל
"הצעת חוק הנגשת שירותי קבלת קהל הניתנים בגופי שלטון לשפות נוספות, התשפ'ג-2022",dup_laws_bot,פ\25\288,0,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197254,"שירותים ממשלתיים צריך להנגיש. לא באמת משנה את המצב כי עדיין נתון לשיקול הפקידים ראה חוק
פ/1281/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2157943",,0,0,יוסף טייב,אוריאל בוסו,ינון אזולאי,אברהם בצלאל,משה אבוטבול,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יוסף טייבאוריאל בוסוינון אזולאיאברהם בצלאלמשה אבוטבול
"הצעת חוק זכאות לאבחון לקויות למידה לילדים ממשפחות מעוטות יכולת, התשפ'ג-2022",dup_laws_bot,פ\25\289,-1,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197579,"כבר כיום יש עודף אבחון של לקויות למידה. אין להטיל את משלמי המיסים לממן עוד אבחונים כאלה. ראה חוק
פ/3077/24 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2167467",,0,0,יואב בן צור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יואב בן צור
"הצעת חוק בתי המשפט (תיקון - מספר השופטים בבית המשפט העליון), התשפ'ג-2022",,פ\25\290,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197597,,,0,0,דוד אמסלם,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,דוד אמסלם
"הצעת חוק התכנון והבנייה (תיקון - ייצוג הוועדה המקומית), התשפ'ג-2022",,פ\25\291,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196699,,,0,0,אורי מקלב,משה גפני,יעקב אשר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אורי מקלבמשה גפנייעקב אשר
"הצעת חוק דמי מחלה (היעדרות בשל מחלת ילד) (תיקון - מחלת תינוק), התשפ'ג-2022",,פ\25\292,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196042,,,0,0,משה אבוטבול,מיכאל מלכיאלי,יוסף טייב,אברהם בצלאל,יעקב מרגי,אוריאל בוסו,משה ארבל,עופר כסיף,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משה אבוטבולמיכאל מלכיאלייוסף טייבאברהם בצלאליעקב מרגיאוריאל בוסומשה ארבלעופר כסיף
"הצעת חוק התכנון והבנייה (תיקון - איסור התניית היתר בהתקנת מקומות חניה ובניצול חלק קיים משטח דירה), התשפ'ג-2022",,פ\25\293,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196716,,,0,0,אורי מקלב,משה גפני,יעקב אשר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אורי מקלבמשה גפנייעקב אשר
"הצעת חוק עבודת נשים (תיקון - הארכת תקופת הלידה וההורות להורי פג), התשפ'ג-2022",,פ\25\294,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196713,,,0,0,אורי מקלב,משה גפני,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אורי מקלבמשה גפני
"הצעת חוק איסור טיפול המרה לקטין, התשפ'ג-2022",,פ\25\295,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197656,,,1,0,יוראי להב הרצנו,יסמין פרידמן,נעמה לזימי,מיכל שיר סגמן,סימון דוידסון,משה טור פז,ולדימיר בליאק,נאור שירי,מטי צרפתי הרכבי,רון כץ,דבי ביטון,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יוראי להב הרצנויסמין פרידמןנעמה לזימימיכל שיר סגמןסימון דוידסוןמשה טור פזולדימיר בליאקנאור שירימטי צרפתי הרכבירון כץדבי ביטון
"הצעת חוק התכנון והבנייה (תיקון - החלטה מקדמית לפי תכנית החיזוק), התשפ'ג-2022",dup_laws_bot,פ\25\296,2,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197224,"וודאות רגולטורית בהיתרי בנייה ראה חוק
פ/906/22 https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2082374",,0,0,אורי מקלב,משה גפני,יעקב אשר,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אורי מקלבמשה גפנייעקב אשר
"הצעת חוק איסור הפליה במוצרים, בשירותים ובכניסה למקומות בידור ולמקומות ציבוריים (תיקון - איסור הפליה בדיור), התשפ'ג-2022",,פ\25\297,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197659,,,1,0,יוראי להב הרצנו,יסמין פרידמן,נעמה לזימי,מיכל שיר סגמן,סימון דוידסון,משה טור פז,ולדימיר בליאק,נאור שירי,מטי צרפתי הרכבי,רון כץ,דבי ביטון,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יוראי להב הרצנויסמין פרידמןנעמה לזימימיכל שיר סגמןסימון דוידסוןמשה טור פזולדימיר בליאקנאור שירימטי צרפתי הרכבירון כץדבי ביטון
"הצעת חוק העונשין (תיקון - עונש מינימום למצית נכס ציבורי), התשפ'ג-2022",,פ\25\298,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2196950,,,0,0,שרן מרים השכל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שרן מרים השכל
"הצעת חוק העונשין (תיקון - עונש מינימום למצית נכס ציבורי), התשפ'ג-2022",,פ\25\299,,https://main.knesset.gov.il/Activity/Legislation/Laws/Pages/LawBill.aspx?t=lawsuggestionssearch&lawitemid=2197588,,,0,0,חנוך דב מלביצקי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חנוך דב מלביצקי
